ID,Name,Type,ATK,DEF,Description,Suggested_Pool,Final_Pool
DM1145,Masked Sorcerer,Monster (Effect),900,1400,"When this card inflicts Battle Damage to your opponent's Life Points, draw 1 card from your Deck.",2.5,
DM1146,Mass Driver,Spell,,,Tribute 1 monster on your side of the field to inflict 400 points of damage to your opponent's Life ,2.3,
DM1147,Master & Expert,Monster (Normal),1200,1000,A deadly duo consisting of a beast master and its loyal servant.,2.1,
DM1148,Master Kyonshee,Monster (Normal),1750,1000,A wandering Kyonshee searching for a strong rival to defeat. They say he was known as the master of ,2.5,
DM1149,Master Monk,Monster (Effect),1900,1000,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing,2.5,
DM1150,Master of Oz,Monster (Fusion),4200,3700,"""Big Koala"" + ""Des Kangaroo""",5.1,
DM1151,Mataza the Zapper,Monster (Effect),1300,800,This card can make a second attack during each Battle Phase. Control of this face-up card on the fie,2.3,
DM1152,Mavelus,Monster (Fusion),1300,900,"""Tyhone"" + ""Wings of Wicked Flame""",3.1,
DM1153,Maximum Six,Monster (Effect),1900,1600,"When this card is Tribute Summoned: Roll a six-sided die, and this card gains ATK equal to the resul",2.5,
DM1154,Mazera DeVille,Monster (Effect),2800,2300,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing,4.5,
DM1155,Mech Bass,Monster (Normal),1800,1500,''This monster carries a devastating plasma cannon on its powerful back.'',2.1,
DM1156,Mech Mole Zombie,Monster (Normal),500,400,''This creature attacks by launching missile-like arms.'',1.3,
DM1157,Mecha-Dog Marron,Monster (Effect),1000,1000,"When this card is destroyed by battle and sent to the Graveyard, inflict 1000 damage to both players",2.2,
DM1158,Mechaleon,Monster (Normal),800,600,''This monster can hide just about anywhere by adopting the colors of its surroundings.'',1.5,
DM1159,Mechanical Snail,Monster (Normal),800,1000,A cyborg snail that still travels at a slow pace.,1.5,
DM1160,Mechanicalchaser,Monster (Normal),1850,800,A hunter that relentlessly pursues its target by order of the Machine King.,3.1,
DM1161,Meda Bat,Monster (Normal),800,400,"An eyeball fiend created by a servant of the wicked, it uses ""Dark Blasts"" to blow away its enemies.",1.5,
DM1162,Medusa Worm,Monster (Effect),500,600,"Once per turn, you can flip this card into face-down Defense Position. When this card is Flip Summon",1.5,
DM1163,Mefist the Infernal General,Monster (Effect),1800,1700,"If this card attacks a Defense Position monster, inflict piercing battle damage. If this card inflic",2.3,
DM1164,Mega Thunderball,Monster (Normal),750,600,Rolls along the ground releasing bolts of electricity to attack its enemies.,1.3,
DM1165,Mega Ton Magical Cannon,Spell,,,Remove 10 Spell Counters on your side of the field. Destroy all cards on your opponent's side of the,3.5,
DM1166,Megamorph,Spell,,,"While your LP is lower than your opponent's, the equipped monster's ATK becomes double its original ",3.5,
DM1167,Megarock Dragon,Monster (Effect),0,0,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing ,1.3,
DM1168,Megasonic Eye,Monster (Normal),1500,1800,"Made of mysterious metal, this monster is a doomsday machine from the edge of the universe.",2.1,
DM1169,Megazowler,Monster (Normal),1800,2000,Nothing stands in the way of this spike-covered dinosaur!,3.3,
DM1170,Megirus Light,Monster (Normal),900,600,''The fatal beams from the eyes of this monster result in grim destruction.'',1.5,
DM1171,Melchid the Four-Face Beast,Monster (Normal),1500,1200,This monster has four different masks for four different attacks.,2.3,
DM1172,Meotoko,Monster (Normal),700,600,Dis big ol' guy wit' a big ol' eye shoots a nasty ray beam right atcha!,1.3,
DM1173,Mermaid Knight,Monster (Effect),1500,700,"While ""Umi"" is face-up on the field, this card can attack twice during the same Battle Phase.",2.5,
DM1174,Mesmeric Control,Spell,,,"During your opponent's next turn after you activate this card, your opponent cannot change the battl",3.5,
DM1175,Messenger of Peace,Spell,,,"Monsters with 1500 or more ATK cannot declare an attack. Once per turn, during your Standby Phase, p",2.3,
DM1176,Metal Armored Bug,Monster (Normal),2800,1500,A gigantic insect-like creature covered by thick armor. Everything in his path is destroyed.,4.3,
DM1177,Metal Detector,Trap,,,You can only activate this card when a Continuous Trap Card is activated. Negate all Continuous Trap,3.5,
DM1178,Metal Dragon,Monster (Fusion),1850,1700,"""Steel Ogre Grotto #1"" + ""Lesser Dragon""",3.1,
DM1179,Metal Fish,Monster (Normal),1600,1900,A metal fish with a razor-sharp caudal fin.,2.3,
DM1180,Metal Guardian,Monster (Normal),1150,2150,"A fiend guarding the treasures of the netherworld, it's most at home in the dark.",3.5,
DM1181,Metal Reflect Slime,Trap,,,Special Summon this card in Defense Position as an Effect Monster (Aqua/WATER/Level 10/ATK 0/DEF 300,3.5,
DM1182,Metallizing Parasite - Lunatite,Monster (Effect),1000,500,"Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to",1.2,
DM1183,Metalmorph,Trap,,,Target 1 face-up monster on the field; equip this card to that target. It gains 300 ATK/DEF. If it a,3.5,
DM1184,Metalsilver Armor,Spell,,,"As long as you control the monster equipped with this card, your opponent cannot use the effect of a",3.5,
DM1185,Metalzoa,Monster (Effect),3000,2300,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your Deck) by Tributing ""Zoa"" eq",5.1,
DM1186,Metamorphosis,Spell,,,Tribute 1 monster. Special Summon 1 Fusion Monster from your Extra Deck with the same Level as the T,3.5,
DM1187,Meteo the Matchless,Monster (Effect),2400,2000,This card cannot be Special Summoned. This card must be Tribute Summoned by offering 3 Beast-Warrior,3.3,
DM1188,Meteor Black Dragon,Monster (Fusion),3500,2000,"""Red-Eyes Black Dragon"" + ""Meteor Dragon""",5.1,
DM1189,Meteor Dragon,Monster (Normal),1800,2000,This dragon appeared from the sky and crashed to the earth.,3.3,
DM1190,Meteor of Destruction,Spell,,,If your opponent's Life Points are higher than 3000: Inflict 1000 damage to your opponent.,2.3,
DM1191,Meteorain,Trap,,,"During this turn, when your monsters attack with an ATK that is higher than the DEF of your opponent",1.4,
DM1192,Michizure,Trap,,,"When a monster is sent from the field to your GY, even during the Damage Step: Target 1 monster on t",2.3,
DM1193,Micro Ray,Trap,,,Target 1 face-up monster on the field; that target's DEF becomes 0 until the end of this turn.,1.4,
DM1194,Mid Shield Gardna,Monster (Effect),100,1800,"Once per turn, you can flip this card into face-down Defense Position. Negate the activation of any ",3.3,
DM1195,Midnight Fiend,Monster (Normal),800,600,''This monster only appears when a midnight tribute is made.'',1.5,
DM1196,Mighty Guard,Monster (Normal),500,1200,A machine soldier that was developed as a guard. It is made of rust-proof metal.,2.1,
DM1197,Mikazukinoyaiba,Monster (Normal),2200,2350,A dragon warrior of the moon armed with a crescent sword.,2.5,
DM1198,Millennium Golem,Monster (Normal),2000,2200,"For nearly a millennium, this golem has served as guardian of an ancient treasure trove.",3.5,
DM1199,Millennium Scorpion,Monster (Effect),2000,1800,Each time this card destroys 1 monster on your opponent's side of the field by battle and sends it t,3.5,
DM1200,Millennium Shield,Monster (Normal),0,3000,A famous shield said to belong to an ancient Egyptian Pharaoh. Legends tell of its power to block an,5.1,
DM1201,Milus Radiant,Monster (Effect),300,250,"As long as this card remains face-up on the field, increase the ATK of all EARTH monsters by 500 poi",1.3,
DM1202,Minar,Monster (Effect),850,750,When this card is discarded directly from your hand to the Graveyard by an effect of a card controll,2.2,
DM1203,Mind Control,Spell,,,"Target 1 monster your opponent controls; until the End Phase, take control of that target, but it ca",3.5,
DM1204,Mind Crush,Trap,,,"Declare 1 card name; if that card is in your opponent's hand, they must discard all copies of it, ot",2.3,
DM1205,Mind Haxorz,Trap,,,Pay 500 Life Points. Look at your opponent's hand and all Set cards on their side of the field.,2.3,
DM1206,Mind Wipe,Spell,,,Activate only if your opponent has 3 or less cards in their hand. Your opponent adds their hand to t,2.3,
DM1207,Mind on Air,Monster (Effect),1000,1600,Your opponent must play with their hand revealed.,2.2,
DM1208,Mine Golem,Monster (Effect),1000,1900,"When this card is destroyed by battle and sent to the Graveyard, inflict 500 damage to your opponent",3.5,
DM1209,Minefield Eruption,Trap,,,"Inflict 1000 damage to your opponent for each face-up ""Mine Golem"" on your side of the field. After ",3.5,
DM1210,Minomushi Warrior,Monster (Normal),1300,1200,''A rock warrior that wields a heavy blade carved from stone.'',2.1,
DM1211,Minor Goblin Official,Trap,,,You can only activate this card when your opponent's Life Points are 3000 or less. Inflict 500 point,1.4,
DM1212,Miracle Dig,Spell,,,"If 5 or more of your monsters are currently removed from play, return 3 of them to the Graveyard.",2.3,
DM1213,Miracle Restoring,Trap,,,"Remove 2 Spell Counters from your side of the field, then target 1 ""Dark Magician"" or ""Buster Blader",3.5,
DM1214,Mirage Dragon,Monster (Effect),1600,600,Your opponent cannot activate Trap Cards during the Battle Phase.,3.2,
DM1215,Mirage Knight,Monster (Effect),2800,2000,"Cannot be Normal Summoned/Set. Must be Special Summoned by ""Dark Flare Knight"" and cannot be Special",4.5,
DM1216,Mirage of Nightmare,Spell,,,"Once per turn, during your opponent's Standby Phase: Draw cards until you have 4 cards in your hand.",5.5,
DM1217,Mirror Force,Trap,,,When an opponent's monster declares an attack: Destroy all your opponent's Attack Position monsters.,5.1,
DM1218,Mirror Wall,Trap,,,Each of your opponent's monsters that conducted an attack while this card was face-up on the field h,2.3,
DM1219,Misairuzame,Monster (Normal),1400,1600,A missile-launching fish protected by deadly spikes.,1.5,
DM1220,Mispolymerization,Trap,,,Activate only when a Fusion Monster is Special Summoned. Return all face-up Fusion Monsters to their,3.5,
DM1221,Moai Interceptor Cannons,Monster (Effect),1100,2000,"Once per turn, you can flip this card into face-down Defense Position.",3.5,
DM1222,Mobius the Frost Monarch,Monster (Effect),2400,1000,When this card is Tribute Summoned: You can target up to 2 Spell/Trap Cards on the field; destroy th,4.3,
DM1223,Moisture Creature,Monster (Effect),2800,2900,"If you Tribute Summon this monster by Tributing 3 monsters on the field, destroy all Spell and Trap ",4.5,
DM1224,Mokey Mokey,Monster (Normal),300,100,An outcast angel. Nobody knows what he is thinking at all. Sometimes he gets mad and that is dreadfu,1.1,
DM1225,Mokey Mokey Smackdown,Spell,,,"While a face-up ""Mokey Mokey"" is on your side of the field, if a Fairy-Type monster on your side of ",2.3,
DM1226,Molten Behemoth,Monster (Normal),1000,2200,"A giant born from magma, it attacks with a magma punch.",3.5,
DM1227,Molten Destruction,Spell,,,All FIRE monsters gain 500 ATK and lose 400 DEF.,1.4,
DM1228,Molten Zombie,Monster (Effect),1600,400,When this card is Special Summoned from the Graveyard: Draw 1 card.,3.2,
DM1229,Mon Larvas,Monster (Normal),1300,1400,"''A further step in the evolutionary chain, it is much more powerful than ""Larvas"".''",2.3,
DM1230,Monk Fighter,Monster (Effect),1300,1000,Battle Damage to this card's controller from a battle involving this card becomes 0.,2.3,
DM1231,Monster Egg,Monster (Normal),600,900,A warrior hidden within an egg that attacks enemies by flinging eggshells.,1.5,
DM1232,Monster Eye,Monster (Effect),250,350,"You can pay 1000 Life Points; add 1 ""Polymerization"" from your Graveyard to your hand.",1.3,
DM1233,Monster Gate,Spell,,,Tribute 1 monster; excavate cards from the top of your Deck until you excavate a monster that can be,3.5,
DM1234,Monster Reborn,Spell,,,Target 1 monster in either GY; Special Summon it.,5.1,
DM1235,Monster Recovery,Spell,,,"Target 1 monster you control that is owned by you; if that monster is still on the field, shuffle it",3.5,
DM1236,Monster Tamer,Monster (Normal),1800,1600,A master of monsters that exercises control over several creatures.,2.1,
DM1237,Monstrous Bird,Monster (Normal),2000,1900,''Few have set eyes on this dive-bombing bird and lived to tell the tale.'',3.3,
DM1238,Monsturtle,Monster (Normal),800,1000,"''Protected by a spiked shell, this turtle has a very nasty disposition.''",1.5,
DM1239,Moon Envoy,Monster (Normal),1100,1000,Many have fallen victim to this lunar warrior's crescent pike.,1.5,
DM1240,Mooyan Curry,Spell,,,Choose 1 player; that player gains 200 Life Points.,1.4,
DM1241,Morale Boost,Spell,,,"Each time a player equips an Equip Spell Card, increase the Life Points of the controller of that Eq",3.5,
DM1242,Morinphen,Monster (Normal),1550,1300,A strange fiend with long arms and razor-sharp talons.,1.3,
DM1243,Morphing Jar,Monster (Effect),700,600,"FLIP: Both players discard as many cards as possible from their hands, then each player draws 5 card",4.5,
DM1244,Morphing Jar #2,Monster (Effect),800,700,"FLIP: Shuffle all monsters on the field into the Deck. Then, each player excavates cards from the to",2.2,
DM1245,Mother Grizzly,Monster (Effect),1400,1000,When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 WATER mons,2.5,
DM1246,Mountain,Spell,,,"All Dragon, Winged Beast, and Thunder monsters on the field gain 200 ATK/DEF.",1.4,
DM1247,Mountain Warrior,Monster (Normal),600,1000,A tough warrior that can move smoothly on even the roughest terrain.,1.5,
DM1248,Mr. Volcano,Monster (Normal),2100,1300,This seemingly mild-mannered creature has an extremely volatile temper.,3.5,
DM1249,Mucus Yolk,Monster (Effect),0,100,This card can attack your opponent's Life Points directly. Each time this card inflicts Battle Damag,1.3,
DM1250,Mudora,Monster (Effect),1500,1800,This card gains 200 ATK for each Fairy-Type monster in your Graveyard.,3.3,
DM1251,Muka Muka,Monster (Effect),600,300,This card gains 300 ATK and DEF for each card in your hand.,1.5,
DM1252,Muko,Trap,,,Activate only when an effect of drawing card(s) is activated. Both players see the cards drawn by th,2.3,
DM1253,Multiplication of Ants,Spell,,,"Tribute 1 Insect-Type Monster on your side of the field. Special Summon 2 ""Army Ant Tokens"" (Insect-",3.5,
DM1254,Multiply,Spell,,,"Tribute 1 face-up ""Kuriboh""; Special Summon as many ""Kuriboh Tokens"" (Fiend/DARK/Level 1/ATK 300/DEF",3.5,
DM1255,Muse-A,Monster (Normal),850,900,''A fairy of the arts that is unbeatable on the harp.'',1.5,
DM1256,Mushroom Man,Monster (Normal),800,600,"Found in humid regions, this creature attacks enemies with a lethal rain of poison spores.",1.5,
DM1257,Mushroom Man #2,Monster (Effect),1250,800,A player controlling this monster loses 300 Life Points during each of his/her Standby Phases when t,2.3,
