Nº	NOME	TIPO	ATRIBUTO	RAÇA/PROPRIEDADE	LV	ATK	DEF	ID	DESC
1158	Man-Eating Treasure Chest	Monster (Normal)	DARK	Fiend	4	1600	1000	13723605	A monster disguised as a treasure chest that is known to attack the unwary adventurer.
1159	Man-Thro' Tro'	Monster (Effect)	EARTH	Beast-Warrior	4	1000	1000	43714890	By Tributing 1 Normal Monster (except a Token) on your side of the field, inflict 800 points of damage to your opponent's Life Points.
1160	Manga Ryu-Ran	Monster (Effect)	FIRE	Dragon	7	2200	2600	38369349	(This card is always treated as a "Toon" card.) Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 2 monsters, while you control "Toon World". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If "Toon World" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.
1161	Manju of the Ten Thousand Hands	Monster (Effect)	LIGHT	Fairy	4	1400	1000	95492061	When this card is Normal or Flip Summoned: You can add 1 Ritual Monster or 1 Ritual Spell from your Deck to your hand.
1162	Manticore of Darkness	Monster (Effect)	FIRE	Beast-Warrior	6	2300	1000	77121851	During the End Phase of the turn this card was sent to the Graveyard: You can send to the Graveyard 1 Beast, Beast-Warrior, or Winged Beast-Type monster from your hand or your side of the field; Special Summon this card from your Graveyard.
1163	Marauding Captain	Monster (Effect)	EARTH	Warrior	3	1200	400	2460565	Your opponent cannot target Warrior monsters for attacks, except this one. When this card is Normal Summoned: You can Special Summon 1 Level 4 or lower monster from your hand.
1164	Marine Beast	Monster (Fusion)	WATER	Fish	5	1700	1600	29929832	"Water Magician" + "Behegon"
1165	Marshmallon	Monster (Effect)	LIGHT	Fairy	3	300	500	31305911	Cannot be destroyed by battle. After damage calculation, if this card was attacked, and was face-down at the start of the Damage Step: The attacking player takes 1000 damage.
1166	Marshmallon Glasses	Spell Card		Continuous				66865880	While "Marshmallon" is in your Monster Zone, your opponent cannot target monsters other than "Marshmallon" for attacks.
1167	Maryokutai	Monster (Effect)	WATER	Aqua	3	900	900	71466592	During your opponent's turn, when your opponent activates a Spell Card (Quick Effect): You can Tribute this card; negate the activation, and if you do, destroy it.
1168	Masaki the Legendary Swordsman	Monster (Normal)	EARTH	Warrior	4	1100	1100	44287299	Legendary swordmaster Masaki is a veteran of over 100 battles.
1169	Mask of Brutality	Spell Card		Equip				82432018	The equipped monster gains 1000 ATK and loses 1000 DEF. During each of your Standby Phases, pay 1000 LP or destroy this card.
1170	Mask of Darkness	Monster (Effect)	DARK	Fiend	2	900	400	28933734	FLIP: Target 1 Trap in your GY; add that target to your hand.
1171	Mask of Dispel	Spell Card		Continuous				20765952	Select 1 face-up Spell Card on the field. The controller of the Spell Card takes 500 points of damage during each of your Standby Phases. When the selected card is removed from the field, destroy this card.
1172	Mask of Restrict	Trap Card		Continuous				29549364	Neither player can Tribute cards.
1173	Mask of Weakness	Trap Card		Normal				57882509	Target 1 attacking monster; that target loses 700 ATK until the end of this turn.
1174	Mask of the Accursed	Spell Card		Equip				56948373	The equipped monster cannot attack. Once per turn, during your Standby Phase: Inflict 500 damage to the controller of the equipped monster.
1175	Masked Beast Des Gardius	Monster (Effect)	DARK	Fiend	8	3300	2500	48948935	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 2 monsters, including at least 1 "Grand Tiki Elder" or "Melchid the Four-Face Beast". When this card is sent from the field to the Graveyard, equip 1 "The Mask of Remnants" from your Deck to 1 monster on the field.
1176	Masked Clown	Monster (Normal)	DARK	Warrior	2	500	700	77581312	''This warrior's fatal dance is performed with a lethal sickle.''
1177	Masked Dragon	Monster (Effect)	FIRE	Dragon	3	1400	1100	39191307	When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 Dragon-Type monster with 1500 or less ATK from your Deck.
1178	Masked Sorcerer	Monster (Effect)	DARK	Spellcaster	4	900	1400	10189126	When this card inflicts Battle Damage to your opponent's Life Points, draw 1 card from your Deck.
1179	Mass Driver	Spell Card		Continuous				34906152	Tribute 1 monster on your side of the field to inflict 400 points of damage to your opponent's Life Points.
1180	Master & Expert	Monster (Normal)	EARTH	Beast	4	1200	1000	75499502	A deadly duo consisting of a beast master and its loyal servant.
1181	Master Kyonshee	Monster (Normal)	EARTH	Zombie	4	1750	1000	24530661	A wandering Kyonshee searching for a strong rival to defeat. They say he was known as the master of all martial arts.
1182	Master Monk	Monster (Effect)	EARTH	Rock	5	1900	1000	49814180	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 "Monk Fighter". This card can attack twice during the same turn.
1183	Master of Oz	Monster (Fusion)	EARTH	Beast	9	4200	3700	27134689	"Big Koala" + "Des Kangaroo"
1184	Mataza the Zapper	Monster (Effect)	DARK	Warrior	3	1300	800	22609617	This card can make a second attack during each Battle Phase. Control of this face-up card on the field cannot switch.
1185	Mavelus	Monster (Fusion)	WIND	Winged Beast	4	1300	900	59036972	"Tyhone" + "Wings of Wicked Flame"
1186	Maximum Six	Monster (Effect)	EARTH	Warrior	6	1900	1600	30707994	When this card is Tribute Summoned: Roll a six-sided die, and this card gains ATK equal to the result x 200.
1187	Mazera DeVille	Monster (Effect)	DARK	Fiend	8	2800	2300	6133894	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 face-up "Warrior of Zera" on your side of the field while "Pandemonium" is on the field. If "Pandemonium" is on your side of the field when you Special Summon this card, your opponent discards 3 random cards from their hand. If "Pandemonium" is not on your side of the field, this effect is not applied.
1188	Mech Bass	Monster (Normal)	WATER	Machine	5	1800	1500	50176820	''This monster carries a devastating plasma cannon on its powerful back.''
1189	Mech Mole Zombie	Monster (Normal)	DARK	Zombie	2	500	400	63545455	''This creature attacks by launching missile-like arms.''
1190	Mecha-Dog Marron	Monster (Effect)	LIGHT	Machine	4	1000	1000	94667532	When this card is destroyed by battle and sent to the Graveyard, inflict 1000 damage to both players. When this card on the field is destroyed and sent to the Graveyard except by battle, inflict 1000 damage to your opponent.
1191	Mechaleon	Monster (Normal)	WATER	Reptile	2	800	600	94412545	''This monster can hide just about anywhere by adopting the colors of its surroundings.''
1192	Mechanical Hound	Monster (Effect)	EARTH	Machine	7	2800	1500	22512237	While you have no cards in your hand, your opponent cannot activate Spell Cards.
1193	Mechanical Snail	Monster (Normal)	DARK	Machine	3	800	1000	34442949	A cyborg snail that still travels at a slow pace.
1194	Mechanicalchaser	Monster (Normal)	DARK	Machine	4	1850	800	7359741	A hunter that relentlessly pursues its target by order of the Machine King.
1195	Meda Bat	Monster (Normal)	DARK	Fiend	2	800	400	76211194	An eyeball fiend created by a servant of the wicked, it uses "Dark Blasts" to blow away its enemies.
1196	Medusa Worm	Monster (Effect)	EARTH	Rock	2	500	600	2694423	Once per turn, you can flip this card into face-down Defense Position. When this card is Flip Summoned, destroy 1 monster on your opponent's side of the field.
1197	Mefist the Infernal General	Monster (Effect)	DARK	Fiend	5	1800	1700	46820049	If this card attacks a Defense Position monster, inflict piercing battle damage. If this card inflicts battle damage to your opponent: Make your opponent discard 1 random card.
1198	Mega Thunderball	Monster (Normal)	WIND	Thunder	2	750	600	21817254	Rolls along the ground releasing bolts of electricity to attack its enemies.
1199	Mega Ton Magical Cannon	Spell Card		Normal				32062913	Remove 10 Spell Counters on your side of the field. Destroy all cards on your opponent's side of the field.
1200	Megamorph	Spell Card		Equip				22046459	While your LP is lower than your opponent's, the equipped monster's ATK becomes double its original ATK. While your LP is higher, the equipped monster's ATK becomes half its original ATK.
1201	Megarock Dragon	Monster (Effect)	EARTH	Rock	7	-1	-1	71544954	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play a Rock-Type monster(s) in your Graveyard. The original ATK and DEF of this card become the number of Rock-Type monsters you removed from play when you Special Summoned this card x 700.
1202	Megasonic Eye	Monster (Normal)	DARK	Machine	5	1500	1800	7562372	Made of mysterious metal, this monster is a doomsday machine from the edge of the universe.
1203	Megazowler	Monster (Normal)	EARTH	Dinosaur	6	1800	2000	75390004	Nothing stands in the way of this spike-covered dinosaur!
1204	Megirus Light	Monster (Normal)	DARK	Fiend	3	900	600	23032273	''The fatal beams from the eyes of this monster result in grim destruction.''
1205	Melchid the Four-Face Beast	Monster (Normal)	DARK	Fiend	4	1500	1200	86569121	This monster has four different masks for four different attacks.
1206	Meotoko	Monster (Normal)	EARTH	Beast	2	700	600	53832650	Dis big ol' guy wit' a big ol' eye shoots a nasty ray beam right atcha!
1207	Mermaid Knight	Monster (Effect)	WATER	Aqua	4	1500	700	24435369	While "Umi" is face-up on the field, this card can attack twice during the same Battle Phase.
1208	Mesmeric Control	Spell Card		Normal				48642904	During your opponent's next turn after you activate this card, your opponent cannot change the battle positions of monsters, except with a card effect.
1209	Messenger of Peace	Spell Card		Continuous				44656491	Monsters with 1500 or more ATK cannot declare an attack. Once per turn, during your Standby Phase, pay 100 LP or destroy this card.
1210	Metal Armored Bug	Monster (Normal)	EARTH	Insect	8	2800	1500	65957473	A gigantic insect-like creature covered by thick armor. Everything in his path is destroyed.
1211	Metal Detector	Trap Card		Normal				75646520	You can only activate this card when a Continuous Trap Card is activated. Negate all Continuous Trap Cards during the turn this card is activated.
1212	Metal Dragon	Monster (Fusion)	WIND	Machine	6	1850	1700	9293977	"Steel Ogre Grotto #1" + "Lesser Dragon"
1213	Metal Fish	Monster (Normal)	WATER	Machine	5	1600	1900	55998462	A metal fish with a razor-sharp caudal fin.
1214	Metal Guardian	Monster (Normal)	DARK	Fiend	5	1150	2150	68339286	A fiend guarding the treasures of the netherworld, it's most at home in the dark.
1215	Metal Reflect Slime	Trap Card		Continuous				26905245	Special Summon this card in Defense Position as an Effect Monster (Aqua/WATER/Level 10/ATK 0/DEF 3000). (This card is also still a Trap.) This card cannot attack.
1216	Metallizing Parasite - Lunatite	Monster (Effect)	WATER	Aqua	7	1000	500	7369217	Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to a face-up monster on your side of the field as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, that monster will be unaffected by the effects of Spell Cards controlled by your opponent. (1 monster can only be equipped with 1 Union Monster at a time. If the monster that this card is equipped to is destroyed as a result of battle, destroy this card instead.)
1217	Metalmorph	Trap Card		Normal				68540059	Target 1 face-up monster on the field; equip this card to that target. It gains 300 ATK/DEF. If it attacks, it gains ATK equal to half the ATK of the attack target, during damage calculation only.
1218	Metalsilver Armor	Spell Card		Equip				33114323	As long as you control the monster equipped with this card, your opponent cannot use the effect of a Spell, Trap, or Effect Monster that targets 1 monster, except the equipped monster.
1219	Metalzoa	Monster (Effect)	DARK	Machine	8	3000	2300	50705071	Cannot be Normal Summoned/Set. Must first be Special Summoned (from your Deck) by Tributing "Zoa" equipped with "Metalmorph".
1220	Metamorphosis	Spell Card		Normal				46411259	Tribute 1 monster. Special Summon 1 Fusion Monster from your Extra Deck with the same Level as the Tributed monster.
