ID,Name,Type,ATK,DEF,Description,Suggested_Pool,Final_Pool
1276,Morinphen,Monster (Normal),1550,1300,A strange fiend with long arms and razor-sharp talons.,1.3,
1277,Morphing Jar,Monster (Effect),700,600,"FLIP: Both players discard as many cards as possible from their hands, then each player draws 5 card",1.4,
1278,Morphing Jar #2,Monster (Effect),800,700,"FLIP: Shuffle all monsters on the field into the Deck. Then, each player excavates cards from the to",2.1,
1279,Mother Grizzly,Monster (Effect),1400,1000,When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 WATER mons,2.4,
1280,Mountain,Spell,,,"All Dragon, Winged Beast, and Thunder monsters on the field gain 200 ATK/DEF.",1.4,
1281,Mountain Warrior,Monster (Normal),600,1000,A tough warrior that can move smoothly on even the roughest terrain.,1.3,
1282,Mr. Volcano,Monster (Normal),2100,1300,This seemingly mild-mannered creature has an extremely volatile temper.,3.5,
1283,Mucus Yolk,Monster (Effect),0,100,This card can attack your opponent's Life Points directly. Each time this card inflicts Battle Damag,1.2,
1284,Mudora,Monster (Effect),1500,1800,This card gains 200 ATK for each Fairy-Type monster in your Graveyard.,2.4,
1285,Muka Muka,Monster (Effect),600,300,This card gains 300 ATK and DEF for each card in your hand.,1.4,
1286,Muko,Trap,,,Activate only when an effect of drawing card(s) is activated. Both players see the cards drawn by th,2.3,
1287,Multiplication of Ants,Spell,,,"Tribute 1 Insect-Type Monster on your side of the field. Special Summon 2 ""Army Ant Tokens"" (Insect-",1.4,
1288,Multiply,Spell,,,"Tribute 1 face-up ""Kuriboh""; Special Summon as many ""Kuriboh Tokens"" (Fiend/DARK/Level 1/ATK 300/DEF",1.4,
1289,Muse-A,Monster (Normal),850,900,''A fairy of the arts that is unbeatable on the harp.'',1.5,
1290,Mushroom Man,Monster (Normal),800,600,"Found in humid regions, this creature attacks enemies with a lethal rain of poison spores.",1.5,
1291,Mushroom Man #2,Monster (Effect),1250,800,A player controlling this monster loses 300 Life Points during each of his/her Standby Phases when t,2.2,
1292,Musician King,Monster (Fusion),1750,1500,"""Witch of the Black Forest"" + ""Lady of Faith""",3.5,
1293,Mustering of the Dark Scorpions,Spell,,,"If you control a face-up ""Don Zaloog"": You can Special Summon any number of ""Dark Scorpion"" monsters",4.5,
1294,My Body as a Shield,Spell,,,When your opponent activates a Spell/Trap Card or monster effect that would destroy a monster(s) on ,4.5,
1295,Mysterious Guard,Monster (Effect),800,1200,"FLIP: Target 1 face-up monster on the field, and if you control a face-up Warrior-Type monster, you ",2.1,
1296,Mysterious Puppeteer,Monster (Effect),1000,1500,"Each time you or your opponent Normal Summons or Flip Summons a monster, increase your Life Points b",2.1,
1297,Mystery Hand,Monster (Normal),500,500,''This monster twists reality and reaches between dimensions to attack its enemies.'',1.3,
1298,Mystic Box,Spell,,,"Target 1 monster your opponent controls and 1 monster you control; destroy the first target, then gi",4.5,
1299,Mystic Clown,Monster (Normal),1500,1000,Nothing can stop the mad attack of this powerful creature.,2.3,
1300,Mystic Horseman,Monster (Normal),1300,1550,"Half man and half horse, this monster is known for its extreme speed.",2.1,
1301,Mystic Lamp,Monster (Effect),400,300,This monster can attack your opponent's Life Points directly.,1.2,
1302,Mystic Plasma Zone,Spell,,,Increase the ATK of all DARK monsters by 500 points and decreases their DEF by 400 points.,1.4,
1303,Mystic Probe,Trap,,,You can only activate this card when a Continuous Spell Card is activated. Negate all Continuous Spe,4.5,
1304,Mystic Swordsman LV2,Monster (Effect),900,0,"At the start of the Damage Step, if this card attacked a face-down Defense Position monster: Destroy",2.1,
1305,Mystic Swordsman LV4,Monster (Effect),1900,1600,"Cannot be Normal Summoned (but can be Normal Set). At the start of the Damage Step, if this card att",3.4,
1306,Mystic Swordsman LV6,Monster (Effect),2300,1700,"Cannot be Normal Summoned (but can be Normal Set). At the start of the Damage Step, if this card att",4.1,
1307,Mystic Tomato,Monster (Effect),1400,1100,When this card is destroyed by battle and sent to the GY: You can Special Summon 1 DARK monster with,2.4,
1308,Mystical Beast of Serket,Monster (Effect),2500,2000,"If you do not control ""Temple of the Kings"", destroy this card. Banish any monster destroyed by batt",4.2,
1309,Mystical Capture Chain,Monster (Normal),700,700,"''A mystical chain that binds enemies, rendering them immobile.''",1.3,
1310,Mystical Elf,Monster (Normal),800,2000,"A delicate elf that lacks offense, but has a terrific defense backed by mystical power.",1.5,
1311,Mystical Knight of Jackal,Monster (Effect),2700,1200,When this card destroys 1 monster on your opponent's side of the field and sends it to your opponent,4.4,
1312,Mystical Moon,Spell,,,Equip only to a Beast-Warrior-Type monster. It gains 300 ATK and DEF.,1.4,
1313,Mystical Refpanel,Trap,,,Activate only when a Spell Card that targets 1 player is activated. The effect of that Spell Card is,2.3,
1314,Mystical Sand,Monster (Fusion),2100,1700,"""Giant Soldier of Stone"" + ""Ancient Elf""",3.5,
1315,Mystical Sheep #1,Monster (Effect),1150,900,"You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-M",2.1,
1316,Mystical Sheep #2,Monster (Normal),800,1000,A monstrous sheep with a long tail for hypnotizing enemies.,1.5,
1317,Mystical Shine Ball,Monster (Normal),500,500,"A soul of light covered by mystical shine. When you see its beautiful shape, your dream will come tr",1.3,
1318,Mystical Space Typhoon,Spell,,,Target 1 Spell/Trap on the field; destroy that target.,2.3,
1319,Mystik Wok,Spell,,,Tribute 1 monster. Select either its ATK or DEF and gain that many Life Points.,1.4,
1320,Narrow Pass,Trap,,,This card can only be activated when both players have 2 monsters or less on their respective sides ,2.3,
1321,Neck Hunter,Monster (Normal),1750,1900,A fiend that wields a mean sickle and fires devastating beams from its eyes.,1.5,
1322,Necklace of Command,Spell,,,"When a monster you control that's equipped with this card is destroyed by battle, and this card is s",4.5,
1323,Necrolancer the Time-lord,Monster (Normal),800,900,The one-eyed Necrolancer launches his onslaught from a dimensional ring that can appear out of thin ,1.5,
1324,Necrovalley,Spell,,,"All ""Gravekeeper's"" monsters gain 500 ATK and DEF. Cards in the Graveyard cannot be banished. Negate",4.5,
1325,Needle Ball,Monster (Effect),750,700,FLIP: You can pay 2000 Life Points to inflict 1000 damage to your opponent.,1.4,
1326,Needle Burrower,Monster (Effect),1700,1700,"When this card destroys a monster and sends it to the Graveyard as a result of battle, inflict damag",2.1,
1327,Needle Ceiling,Trap,,,When there are 4 or more monsters on the field: Destroy all face-up monsters.,4.5,
1328,Needle Wall,Trap,,,"Once per turn, during your Standby Phase: Roll a six-sided die. Treat your opponent's Main Monster Z",2.3,
1329,Needle Worm,Monster (Effect),750,600,FLIP: Send the top 5 cards of your opponent's Deck to the Graveyard.,1.4,
1330,Negate Attack,Trap,,,"When an opponent's monster declares an attack: Target the attacking monster; negate the attack, then",4.5,
1331,Neko Mane King,Monster (Effect),0,0,"During your opponent's turn, when this card in your possession is sent to your Graveyard by an oppon",1.2,
1332,Nekogal #1,Monster (Normal),1100,900,"A pussycat-fairy. Contrary to her lovely beauty, she claws on her enemies.",1.5,
1333,Nekogal #2,Monster (Normal),1900,2000,A fast and lethal creature with very dangerous claws.,3.3,
1334,Nemuriko,Monster (Normal),800,700,A child-like creature that controls a sleep fiend to beckon enemies into eternal slumber.,1.5,
1335,Neo Aqua Madoor,Monster (Normal),1200,3000,"The true nature of this wizard, who rules all water. It defends itself with a vast, impenetrable wal",1.1,
1336,Neo Bug,Monster (Normal),1800,1700,A huge bug-like monster said to come from another planet. It gathers in swarms.,3.1,
1337,Neo the Magic Swordsman,Monster (Normal),1700,1000,"A dimensional drifter who not only practices sorcery, but is also a sword and martial arts master.",2.5,
1338,Newdoria,Monster (Effect),1200,800,If this card is destroyed by battle and sent to the GY: Target 1 monster on the field; destroy that ,2.2,
1339,Night Assailant,Monster (Effect),200,500,FLIP: Target 1 monster your opponent controls; destroy that target. When this card is sent from the ,1.2,
1340,Night Lizard,Monster (Normal),1150,1300,''A lizard warrior protected by a hide of very tough emerald scales.'',1.5,
1341,Nightmare Horse,Monster (Effect),500,400,This card can attack your opponent's Life Points directly even if there is a monster on your opponen,1.4,
1342,Nightmare Penguin,Monster (Effect),900,1800,All face-up WATER monsters you control gain 200 ATK. When this card is flipped face-up: Target 1 car,2.1,
1343,Nightmare Scorpion,Monster (Normal),900,800,"''A creature that generates nightmares to haunt an opponent, it attacks with four poisonous tails.''",1.5,
1344,Nightmare Wheel,Trap,,,Activate this card by targeting 1 monster your opponent controls; it cannot attack or change its bat,4.5,
1345,Nightmare's Steelcage,Spell,,,This card remains on the field for 2 of your opponent's turns. While this card is face-up on the fie,2.3,
1346,Nimble Momonga,Monster (Effect),1000,100,"When this card is destroyed by battle and sent to the Graveyard: Gain 1000 Life Points, then you can",2.1,
1347,Nin-Ken Dog,Monster (Normal),1800,1000,"A Ninja dog who has mastered extreme Ninjutsu. Through hard training, it learned the technique to me",3.1,
1348,Ninja Grandmaster Sasuke,Monster (Effect),1800,1000,"At the start of the Damage Step, if this card attacks a face-up Defense Position monster: Destroy th",3.2,
1349,Ninjitsu Art of Decoy,Trap,,,"Target 1 face-up ""Ninja"" monster you control; it cannot be destroyed by battle.",4.5,
1350,Ninjitsu Art of Transformation,Trap,,,"Activate this card by Tributing 1 face-up ""Ninja"" monster; Special Summon 1 Beast, Winged Beast, or ",2.3,
1351,Nitro Unit,Spell,,,Equip only to a monster on your opponent's side of the field. When the equipped monster is destroyed,2.3,
1352,Niwatori,Monster (Normal),900,800,Swallows enemies whole and uses their essence as energy.,1.5,
1353,Nobleman of Crossout,Spell,,,"Target 1 face-down monster on the field; destroy that target, and if you do, banish it, then, if it ",2.3,
1354,Nobleman of Extermination,Spell,,,"Select, destroy, and remove from play 1 face-down Spell or Trap Card. If it was a Trap Card, both pl",2.3,
1355,Nobleman-Eater Bug,Monster (Effect),900,1200,FLIP: Destroy 2 monsters on the field.,2.1,
1356,Non Aggression Area,Trap,,,You can only activate this card during your Standby Phase. Discard 1 card from your hand. Your oppon,2.3,
1357,Non-Spellcasting Area,Spell,,,"All face-up monsters, except for Effect Monsters, are unaffected by other Spell effects.",2.3,
1358,Novox's Prayer,Spell,,,"This card is used to Ritual Summon ""Skull Guardian"". You must also offer monsters whose total Level ",2.3,
1359,Nubian Guard,Monster (Effect),500,500,"If this card inflicts Battle Damage to your opponent's Life Points, you can return 1 Continuous Spel",1.4,
1360,Numinous Healer,Trap,,,You can only activate this card when you take damage to your Life Points. Increase your Life Points ,1.4,
1361,Nutrient Z,Trap,,,"During damage calculation, when you are about to take 2000 or more battle damage: Gain 4000 LP first",2.3,
1362,Nuvia the Wicked,Monster (Effect),2000,800,"If this monster is Normal Summoned, destroy this card. If your opponent controls any monster, decrea",3.4,
1363,Obese Marmot of Nefariousness,Monster (Normal),750,800,An ill-mannered field varmint that will sink its teeth into anything.,1.3,
1364,Obnoxious Celtic Guard,Monster (Effect),1400,1200,Cannot be destroyed by battle with a monster that has 1900 or more ATK.,2.4,
1365,Ocean Dragon Lord - Neo-Daedalus,Monster (Effect),2900,1600,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing,4.4,
1366,Octoberser,Monster (Normal),1600,1400,"With the head of a fish and the legs of an octopus, this strange creature attacks enemies by flingin",1.5,
1367,Ocubeam,Monster (Normal),1550,1650,"Frightening in appearance, this creature uses its large eyes and ears to keep track of any movement.",1.3,
1368,Offerings to the Doomed,Spell,,,"Target 1 face-up monster on the field; destroy that target, also skip your next Draw Phase.",2.3,
1369,Ogre of the Black Shadow,Monster (Normal),1200,1400,An ogre possessed by the powers of the dark. Few can withstand its rapid charge.,2.1,
1370,Ojama Black,Monster (Normal),0,1000,He's one of the Ojama Trio. It's said that he butts in by any means necessary. It's also said that w,1.1,
1371,Ojama Delta Hurricane!!,Spell,,,"You can only activate this card while ""Ojama Green"", ""Ojama Yellow"" and ""Ojama Black"" are face-up on",4.5,
1372,Ojama Green,Monster (Normal),0,1000,He's one of the Ojama Trio. It's said that he butts in by any means necessary. It's also said that w,1.1,
1373,Ojama King,Monster (Fusion),0,3000,"""Ojama Green"" + ""Ojama Yellow"" + ""Ojama Black"" Select up to 3 of your opponent's Monster Card Zones.",3.1,
1374,Ojama Trio,Trap,,,"Special Summon 3 ""Ojama Tokens"" (Beast-Type/LIGHT/Level 2/ATK 0/DEF 1000) to your opponent's field i",4.5,
1375,Ojama Yellow,Monster (Normal),0,1000,He's one of the Ojama Trio. It's said that he butts in by any means necessary. It's also said that w,1.1,
1376,Old Vindictive Magician,Monster (Effect),450,600,FLIP: Target 1 monster your opponent controls; destroy that target.,1.2,
1377,Ominous Fortunetelling,Trap,,,"During your Standby Phase, select 1 random card from your opponent's hand. Call the type of card (Mo",2.3,
1378,One Who Hunts Souls,Monster (Normal),1100,1000,''This dangerous creature brandishes a soul-sucking sword.'',1.5,
1379,One-Eyed Shield Dragon,Monster (Normal),700,1300,"This dragon wears a shield not only for its own protection, but also for ramming its enemies.",1.3,
1380,Oni Tank T-34,Monster (Normal),1400,1700,An armored tank possessed by a fiend that will pursue enemies until they're crushed.,2.3,
